flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group
1123,EWX,CPX,2022-09-09,Delayed,Delayed,Atlantic,Already gave detailed comment.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
1544,SEX,DEX,2022-09-10,Early & Ontime,Delayed,Domestic,"The chicken dish was poor quality and over cooked. Although I did not eat it [quality] all, I was uncomfortable from the meal on my next flight. (Over cooked vegetables, dried out sauce. Pasta was OK).",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member
54,ZRX,IAX,2022-09-10,Early & Ontime,Delayed,Atlantic,I am business class we had 4 choices. I chose a first and second. I received the second choice.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B767-300,Mainline,member
54,ZRX,IAX,2022-09-10,Early & Ontime,Delayed,Atlantic,Food quality was ok. The portion was ok. the chicken should be more hot. The bred was icecold and hard. The dessert was good at all just a littel too sweet but good in tast.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member
991,SFX,CDX,2022-09-10,Delayed,Delayed,Atlantic,Please drive for more sustainable packaging no plastic and minimal single use and packaged items.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member
956,TLX,SFX,2022-09-10,Early & Ontime,Early & Ontime,Atlantic,Warm food.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member
956,TLX,SFX,2022-09-10,Early & Ontime,Early & Ontime,Atlantic,The beverage variety and the sneak all over the flight were great!!. With great service. The meals were uneatable.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member
2389,LAX,EWX,2022-09-08,Delayed,Delayed,Domestic,I oils have preferred having meals offered over snacks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX8,Mainline,member
2613,PDX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,Need healthier options.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
287,CLX,DEX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,It would be nice to have a vegan dessert with the vegan meal.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member
5794,SJX,DEX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,Breakfast was not something I could eat. Maybe change to something more globally acceptable like a croissant or muffin.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,CRJ-700,Express,member
1741,ORX,RSX,2022-09-10,Early & Ontime,Delayed,Domestic,Would have liked to get the entire can.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
5236,DEX,FLX,2022-09-10,Delayed,Delayed,Domestic,No snack.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-700,Express,member
1796,DEX,CLX,2022-09-10,Delayed,Early & Ontime,Domestic,"Since we had not pre-ordered our meal (did not receive a notification to do that as we had on the outbound flight), my husband almost did not receive his first choice. And I heard the flight attendant offer a snack box to another passenger as his choice was not available. It seems a snack box should not be a choice for first class.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
3661,GSX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,I wish they would have given us pretzels. Crackers or some kind of snack..,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-170,Express,non-member
3831,STX,IAX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,I can not believe that in 2022 there was no recycling of appropriate plastics and aluminum cans. Everything went into the same trash bag. It might be a pain but should still be done - esp. the aluminum. We took the plastic water bottle we purchased at the airport with us and recycled it at Dulles.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member
1422,DEX,SAX,2022-09-11,Delayed,Delayed,Domestic,UA needs to change up the food options more often. The chicken dish came with a pepper sauce on it. It was too spicy for me . Please make available the option for the sauce to be served on the side.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member
6037,IAX,BNX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,No!.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member
1899,DEX,ORX,2022-09-11,Delayed,Delayed,Domestic,Everything was great.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member
456,PHX,IAX,2022-09-11,Early & Ontime,Delayed,Domestic,Waiting for regular service to return. The pandemic is over.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member
2381,ORX,DEX,2022-09-11,Delayed,Delayed,Domestic,NA.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
729,DEX,PDX,2022-09-11,Early & Ontime,Delayed,Domestic,No.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
1703,PIX,ORX,2022-09-11,Delayed,Early & Ontime,Domestic,"When any dish is going to be spicy/hot, should be identified in advance for people who have reflux problems.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
3535,ORX,PVX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,RJ flight - no food expected.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-170,Express,member
572,AUX,SFX,2022-09-11,Early & Ontime,Delayed,Domestic,Great.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member
1506,BZX,DEX,2022-09-12,Delayed,Early & Ontime,Domestic,"I love that United is offering Aha blueberry - such a great, flavorful, low calorie beverage. I only wish that hot chocolate was available too.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
982,DUX,ORX,2022-09-12,Early & Ontime,Delayed,Atlantic,"Could you maybe consider offering organic caffeine-free hot beverages such as peppermint, chamomile or hibiscus tea as an alternative to the caffeinated coffee and black tea?.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-200,Mainline,non-member
2142,DEX,RNX,2022-09-11,Delayed,Delayed,Domestic,N/A.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member
1819,EWX,DTX,2022-09-11,Delayed,Delayed,Domestic,"We did not have food and beverage service on this flight. We were told that it was due to ""perceived turbulence"" or something like that. We had no turbulence.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
1478,BOX,DEX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,Nothing to say.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
493,EWX,IAX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member
2327,ORX,TPX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,"The waffle and the eggs were a VAST improvement over the salt and fat bomb heated ""sandwiches"" on our last 2 flights to and from Tampa.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member
985,CDX,SFX,2022-09-13,Delayed,Delayed,Atlantic,All worked well.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member
2463,YVX,SFX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,The cabin attendant provided a glass of water upon boarding (i was in 1st class). I do not recall her coming around to offer any liquid refreshment during the 2 hour flight. I guess I just expected at least one pass through the first class cabin during the flight to ask if i needed anything.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member
2463,YVX,SFX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,No.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
980,EDX,IAX,2022-09-13,Early & Ontime,Early & Ontime,Atlantic,the red wine ran out on our flight home.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-400,Mainline,member
1129,SFX,EWX,2022-09-13,Delayed,Early & Ontime,Domestic,Nothing.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member
3444,EWX,CMX,2022-09-13,Delayed,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-170,Express,member
2326,SAX,ORX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,It would be nice to have an almond option.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
2326,SAX,ORX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,"Limited choices even when pre-ordering on the app - why?. When you have a day or two notice, there should be more choices. No motivation to use the app and preorder. Also, the quality of the food could be better. I fly international so I know this is possible.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member
820,IAX,EZX,2022-09-13,Early & Ontime,Delayed,Latin,Flight attendants never returned to ask if I needed something additional to drink. Particularly after breakfast needing more coffee.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-200,Mainline,member
